2021-04-18 22:18:15.098 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$1bebe045] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:18:18.695 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-04-18 22:18:18.704 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-04-18 22:18:18.710 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-04-18 22:18:18.711 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.21]
2021-04-18 22:18:18.714 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.25] using APR version [1.7.0].
2021-04-18 22:18:18.714 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2021-04-18 22:18:18.714 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2021-04-18 22:18:18.717 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1g  21 Apr 2020]
2021-04-18 22:18:18.837 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-04-18 22:18:18.837 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1464 ms
2021-04-18 22:18:18.936 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-04-18 22:18:18.944 [main] INFO  com.netflix.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@209f3887
2021-04-18 22:18:20.129 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-04-18 22:18:20.233 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2021-04-18 22:18:20.273 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-04-18 22:18:20.391 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-04-18 22:18:20.602 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 78a4da6d-f5aa-4e2c-a9e6-6963bd6d25fa

2021-04-18 22:18:20.667 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1805ec96, org.springframework.security.web.context.SecurityContextPersistenceFilter@123ca460, org.springframework.security.web.header.HeaderWriterFilter@615bad16, org.springframework.security.web.authentication.logout.LogoutFilter@596afb2f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7d626f2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7a1ddbf1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@32ba5c65, org.springframework.security.web.session.SessionManagementFilter@7d4d65f5, org.springframework.security.web.access.ExceptionTranslationFilter@61ad30f6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1488a861]
2021-04-18 22:18:20.730 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-04-18 22:18:20.928 [main] INFO  o.s.cloud.netflix.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2021-04-18 22:18:20.948 [main] INFO  com.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2021-04-18 22:18:21.072 [main] INFO  c.n.discovery.provider.DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
2021-04-18 22:18:21.072 [main] INFO  c.n.discovery.provider.DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
2021-04-18 22:18:21.147 [main] INFO  c.n.discovery.provider.DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
2021-04-18 22:18:21.147 [main] INFO  c.n.discovery.provider.DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
2021-04-18 22:18:21.260 [main] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2021-04-18 22:18:21.306 [main] INFO  com.netflix.discovery.DiscoveryClient - Disable delta property : false
2021-04-18 22:18:21.307 [main] INFO  com.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2021-04-18 22:18:21.307 [main] INFO  com.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2021-04-18 22:18:21.307 [main] INFO  com.netflix.discovery.DiscoveryClient - Application is null : false
2021-04-18 22:18:21.307 [main] INFO  com.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2021-04-18 22:18:21.307 [main] INFO  com.netflix.discovery.DiscoveryClient - Application version is -1: true
2021-04-18 22:18:21.307 [main] INFO  com.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2021-04-18 22:18:21.462 [main] INFO  com.netflix.discovery.DiscoveryClient - The response status is 200
2021-04-18 22:18:21.464 [main] INFO  com.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
2021-04-18 22:18:21.465 [main] INFO  com.netflix.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
2021-04-18 22:18:21.468 [main] INFO  com.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1618755501467 with initial instances count: 0
2021-04-18 22:18:21.472 [main] INFO  o.s.c.n.e.serviceregistry.EurekaServiceRegistry - Registering application KITCHEN-PROVIDER with eureka with status UP
2021-04-18 22:18:21.472 [main] INFO  com.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1618755501472, current=UP, previous=STARTING]
2021-04-18 22:18:21.474 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-04-18 22:18:21.474 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_KITCHEN-PROVIDER/kitchen-8046: registering service...
2021-04-18 22:18:21.484 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-04-18 22:18:21.512 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-04-18 22:18:21.533 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_KITCHEN-PROVIDER/kitchen-8046 - registration status: 204
2021-04-18 22:18:21.628 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: handleUsingGET_1
2021-04-18 22:18:21.629 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: handleUsingGET_2
2021-04-18 22:18:21.629 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: handleUsingGET_3
2021-04-18 22:18:21.635 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: deleteOrderUsingGET_1
2021-04-18 22:18:21.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:18:21.670 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-04-18 22:18:21.688 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2021-04-18 22:18:21.689 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
2021-04-18 22:18:21.690 [main] INFO  cn.guet.kitchen.KitchenProviderApplication - Started KitchenProviderApplication in 7.586 seconds (JVM running for 8.171)
2021-04-18 22:18:22.040 [RMI TCP Connection(1)-202.193.53.169] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-04-18 22:18:22.040 [RMI TCP Connection(1)-202.193.53.169] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-04-18 22:18:22.257 [RMI TCP Connection(1)-202.193.53.169] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 217 ms
2021-04-18 22:18:22.270 [RMI TCP Connection(2)-202.193.53.169] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2021-04-18 22:18:24.818 [RMI TCP Connection(2)-202.193.53.169] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Fetching config from server at : http://localhost:8888
2021-04-18 22:18:26.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:18:26.824 [RMI TCP Connection(2)-202.193.53.169] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2021-04-18 22:18:31.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:18:36.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:18:41.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:18:46.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:18:51.465 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient - Disable delta property : false
2021-04-18 22:18:51.465 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2021-04-18 22:18:51.465 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2021-04-18 22:18:51.466 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient - Application is null : false
2021-04-18 22:18:51.466 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2021-04-18 22:18:51.466 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient - Application version is -1: false
2021-04-18 22:18:51.466 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2021-04-18 22:18:51.488 [DiscoveryClient-CacheRefreshExecutor-0] INFO  com.netflix.discovery.DiscoveryClient - The response status is 200
2021-04-18 22:18:51.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:18:56.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:01.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:06.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:11.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:16.675 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:21.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:26.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:31.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:36.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:41.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:46.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:51.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:19:56.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:20:01.671 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:20:06.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:20:11.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:20:16.670 [scheduling-1] INFO  cn.guet.kitchen.controller.OrderController - 我每隔5秒冒泡一次：
2021-04-18 22:20:21.288 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$bad44a50] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:20:21.474 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Fetching config from server at : http://localhost:8888
2021-04-18 22:20:23.547 [main] INFO  o.s.c.c.client.ConfigServicePropertySourceLocator - Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2021-04-18 22:20:23.549 [main] INFO  cn.guet.kitchen.KitchenProviderApplication - No active profile set, falling back to default profiles: default
2021-04-18 22:20:24.424 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=ae67764a-55cb-3832-9219-45129f4b09ec
2021-04-18 22:20:24.500 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$9eba4753] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:20:24.522 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration$$EnhancerBySpringCGLIB$$37680f8d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:20:24.526 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:20:24.530 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@21de60a7' of type [org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:20:24.530 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$5c3cb23f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:20:24.534 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:20:24.543 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$bad44a50] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-04-18 22:20:24.799 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2021-04-18 22:20:24.808 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-04-18 22:20:24.815 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-04-18 22:20:24.815 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.21]
2021-04-18 22:20:24.819 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded APR based Apache Tomcat Native library [1.2.25] using APR version [1.7.0].
2021-04-18 22:20:24.819 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2021-04-18 22:20:24.819 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2021-04-18 22:20:24.821 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1g  21 Apr 2020]
2021-04-18 22:20:24.917 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-04-18 22:20:24.918 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1361 ms
2021-04-18 22:20:25.005 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-04-18 22:20:25.011 [main] INFO  com.netflix.config.DynamicPropertyFactory - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@740a0d5e
2021-04-18 22:20:26.038 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-04-18 22:20:26.141 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2021-04-18 22:20:26.180 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-04-18 22:20:26.311 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-04-18 22:20:26.508 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 13ffe746-b98e-4fde-8c89-7aaa82c8776d

2021-04-18 22:20:26.573 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@26865b57, org.springframework.security.web.context.SecurityContextPersistenceFilter@3f9f8d23, org.springframework.security.web.header.HeaderWriterFilter@1e6d30c0, org.springframework.security.web.authentication.logout.LogoutFilter@2ec5cc14, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@95cecc5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@686b1e2d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@46894dc5, org.springframework.security.web.session.SessionManagementFilter@5ee6fdc4, org.springframework.security.web.access.ExceptionTranslationFilter@182e4365, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@c67395]
2021-04-18 22:20:26.637 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-04-18 22:20:26.837 [main] INFO  o.s.cloud.netflix.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2021-04-18 22:20:26.857 [main] INFO  com.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2021-04-18 22:20:26.945 [main] INFO  c.n.discovery.provider.DiscoveryJerseyProvider - Using JSON encoding codec LegacyJacksonJson
2021-04-18 22:20:26.945 [main] INFO  c.n.discovery.provider.DiscoveryJerseyProvider - Using JSON decoding codec LegacyJacksonJson
2021-04-18 22:20:27.017 [main] INFO  c.n.discovery.provider.DiscoveryJerseyProvider - Using XML encoding codec XStreamXml
2021-04-18 22:20:27.017 [main] INFO  c.n.discovery.provider.DiscoveryJerseyProvider - Using XML decoding codec XStreamXml
2021-04-18 22:20:27.135 [main] INFO  c.n.d.shared.resolver.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2021-04-18 22:20:27.181 [main] INFO  com.netflix.discovery.DiscoveryClient - Disable delta property : false
2021-04-18 22:20:27.181 [main] INFO  com.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2021-04-18 22:20:27.181 [main] INFO  com.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2021-04-18 22:20:27.181 [main] INFO  com.netflix.discovery.DiscoveryClient - Application is null : false
2021-04-18 22:20:27.181 [main] INFO  com.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2021-04-18 22:20:27.182 [main] INFO  com.netflix.discovery.DiscoveryClient - Application version is -1: true
2021-04-18 22:20:27.182 [main] INFO  com.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2021-04-18 22:20:27.280 [main] INFO  com.netflix.discovery.DiscoveryClient - The response status is 200
2021-04-18 22:20:27.282 [main] INFO  com.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
2021-04-18 22:20:27.283 [main] INFO  com.netflix.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
2021-04-18 22:20:27.286 [main] INFO  com.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1618755627286 with initial instances count: 1
2021-04-18 22:20:27.291 [main] INFO  o.s.c.n.e.serviceregistry.EurekaServiceRegistry - Registering application KITCHEN-PROVIDER with eureka with status UP
2021-04-18 22:20:27.291 [main] INFO  com.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1618755627291, current=UP, previous=STARTING]
2021-04-18 22:20:27.292 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-04-18 22:20:27.292 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_KITCHEN-PROVIDER/kitchen-8046: registering service...
2021-04-18 22:20:27.301 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-04-18 22:20:27.320 [DiscoveryClient-InstanceInfoReplicator-0] INFO  com.netflix.discovery.DiscoveryClient - DiscoveryClient_KITCHEN-PROVIDER/kitchen-8046 - registration status: 204
2021-04-18 22:20:27.325 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-04-18 22:20:27.433 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: handleUsingGET_1
2021-04-18 22:20:27.434 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: handleUsingGET_2
